person_name,article_url,letter
HAPIOT Julien,spip.php?article24674&id_mot=10754,dernière lettre extrait lettre adieu août a quelques jours exécution veux clamer fois plus amour grand parti communiste remercie tant celui ci avoir éclairé donné connaissances satisfaisantes permettre être utile concitoyens grâce existence inutile réelle satisfaction savoir depuis adhésion grand parti lénine staline ménagé aucun effort contribuer abolition régime capitaliste générateur guerres misères lutte mènent actuellement peuple jeunesse france conscience avoir posé brique édification société nouvelle libérera socialement pay oui fier quand regarde arrière avoir suivi chemin tracé glorieux parti passé lés tortionnaires police vichyssoise bourreaux gestapo proposé trahir comme si mort beaucoup plus douce trahison si scélérats oppresseurs craint déclarer communistes leurs ennemis principaux torture infligées fait renforcer conviction communistes champion lutte libératrice si joie voir victoire finale assurée tout moins satisfaction assister brillants succès armée rouge tous patriotes emprisonnés demandent pourquoi anglo américains encore créé véritable second front européen chacun certain hitlérisme survivra longtemps fascisme italien part affirme nouveau admiration combattants peuples union soviétique brave camarade roeux robert henri a condamné mort matin avoir hébergé courageux partisan attitude exemplaire fais repasser couplet dé marseillaise car chant aïeux iron poteau exécution h
"HARTMANN Marcel, Albert",spip.php?article74641&id_mot=10754,dernière lettre juillet chère charlotte dirai situation toujours cellule vraiment infecte fait tout seule fin avoir vermine jean a changé cellule aussi copains deux entre autres frère maurice thorez camarade bonnefois fait jean bonnefoix depuis quinze jjours aussi trafiquants carte ainsi voleurs bonne compagnie comme peux voir hier tantôt occasion juillet manifesté camarade a pris parole quelques minute commun accord camarades femmes chanté marseillaise dit vraie chorale cela peut donner idée moral tout devant flics gardiens directeur dépôt impuissants faire taire dirai camarade p évadé compiègne dix huit camarades faire bon travail telle attitude peut avoir confiance avenir plus proche jamais pense côté doi avoir confiance aussi sais courageuse fond cellule cela tranquillise espère lettre trouvera bonne santé ainsi petits reçu argent médaille militaire vais avoir retraite anciens combattants fin mois probablement toujours autant argent puisque comptais plus prochain colis oublie bourrer trèfle car amateur demandé briquet amadou ainsi rasoir tous objets marque liste ferai possible faire disparaître nez gardien jardin espère être là récolte pommes terre quitte petite charlotte embrassant tout ur ainsi petite denise claude suzanne bien bonjour jojo copains fais savoir procès andré marcel
"HAUDELAINE Henri, Maurice [dit Jarlac]",spip.php?article73568&id_mot=10754,dernières lettres fresnes mar chers parent petit mot dernier recevrez vient apprendre recours grâce rejeté fini cet après midi trois heures chers parent veux dire combien toujours aimés savez combien regrette faire cette dernière peine voulu revoir dernière fois trop tard veux oubliez plus vite cela possible petite mère tant aimée va rendre malade relever espère cher petit papa sauras prendre soin feras tout possible consoler avant partir voulais dire par sans remords fait lutté idéal resté propre honnête mourrai courage voulu prévenir arrestation coup moins rude toujours moral excellent souffert séjour prison espère santé bonne restera bonne disparition changera rien voulais aussi dire remercier monsieur amis permis voir procurer quelques heures joie vois plus grand chose dire chers parent perte resserre union quitte embrassant comme aime fils henri sans date petite ur chérie espère progrès école permettront lira petit mot malgré cela crois encore trop jeune comprendre petite ur aimée comme tout ur revois si mignonne train taquiner comme petite camarades maintenant aperçois cela faisait plaisir aussi demande être courageuse comme éviter faire crier chère petite mère aime tant toujours sage apprends bien école espère ni ni jean ni chers parent voudront mourir cause juste quitte petite ur chérie embrassant tendrement tout ur frère henri
"HERREWYN Georges, Éloi, Henri",spip.php?article88939&id_mot=10754,dernières lettres fresnes er juillet chers parent écris aujourd hui annoncer condamnation mort triste nouvelle veux mourir sans avoir écrit dernière lettre passé tribunal militaire recours grâce a refusé condamné mort vais être exécuté vingt quatre heures suivent condamnation vais mourir france veux chagrin î si mère malade dites plus tard dernières pensées aime tant excusez toutes douleurs supportées supporterez encore faute crime être patriote embrasse tous marceau eugène remontez père mère aussi lucien bien bonjour tous amis revoir chers parent fils a toujours chéris jojo fresnes juillet chère soeur annonce présente triste nouvelle contrairement annoncé lors visite encore jugé viens passer tribunal être condamné mort recours grâce a rejeté vais être excuté camarades vingt quatre heures suivent cette condamnation écrit bonmères va remonte peu quand recevras cette lettre déjà mort regrette rien embrasse bien fort ainsi tous amis mourons libération france moral a failli minute après trois mois souffrances termine embrasse tous amis frère a toujours aimée a jamais oubliée jojo
"HERVÉ Raymond, Yves, Victor",spip.php?article89555&id_mot=10754,dernière lettre raymond hervé nantes janvier chers parent quand recevrez lettre ferai plus partie humains car exécution a lieu quelques heures ainsi six camarades aussi écris quelques mot dire adieu deux ainsi yvette adélaïde cher petit neveu édouard si bonheur revoir ainsi tous amis camarades direz meurs français pay parti espère parti saura faire réhabiliter nom presse a tant sali dernière pensée jusqu mort tous aime toujours aimés chère maman voulu tant revoir avant mourir car malgré fait quelques fois peine aime tout ur ainsi cher vieux petit papa fait rouspéter bien fois pense arriverez oublier quand heureuse vieillesse chère petite yvette espère marieras heureuse ménage conserveras bon petit souvenir frère raymond a aimée jusqu mort si enfants parleras temp temp chère adélaïde tutoie derniers moment pense heureuse mère si bonheur revoir frère édouard embrasseras bien part ainsi petit gar espère élevé venger oncle quitte tous serrant encore fois ur fils aime pensera jusqu dernier moment moille bons baisers tous vive france vive parti communiste raymond texte reproduit presse océan an libération journaliste a recueilli témoignage soeur yvette averty deux an après maire nantes venu chez remettre dernière lettre raymond retouvée allemagne allemands transmise époque car criait vengeance
"HERVY Paul, René",spip.php?article161609&id_mot=10754,dernière lettre madame hervy villa marguerite ploërmel chers parent chers frères ur aujourd hui juin viens être condamné mort toujours courage comme tous condamnés mort espère grâce viendra sûrement vain pense oublierai jamais jusqu mort beaucoup courage comme vrai patriote maman pleure meurs vrai catholique adieu tous chère grande famille pouvez penser pauvre paul lionel dorléans reverra jour a courage oublie laurette fréquentais dites adieu tous amis parent aime tous finissez bien vie maman papa courage souhaite bonne belle vie berthe ur paul hervy fiancée lionel dorléans résiste douleur ainsi toute famille embrasse tous adieu paul
"JAMBART Jules, Louis, Joseph",spip.php?article248702&id_mot=10754,apprends être honnêtes charitables indulgents fautres autres persuadé courageuse souhaite circonstances prêtent transfert corp france diras revoir parent pu écrire amis connaissances sailly ailleurs
"JAMET Guy, Yvon",spip.php?article159980&id_mot=10754,dernière lettre nantes août petite femme adorée fini quand recevras cette lettre plus vie vais mourir assassiné allemands car condamné injustement verdict procès rien déclarations faîtes police cours procès tous brave a flanché quinze condamnés mort seize soif sang mort servi quelque chose car bientôt plus là français heureux nouveau rougir ainsi fille contraire fières vengez si pouvez regret pouvoir rendre heureuse plus jusqu jours adieu beau projets avenir jamais pensé vie si brève destiné orphelin fille quand penseras pense bien aimé comme fou malgré aspect rudes parfois pardonnes si quelque fois rendu malheureuse inconsciemment car méchant aperçu souvent cellule rêvé vie tranquille deux êtres aimé plus monde ç trop beau conséquent irréalisable petit louis a décidé si voulez soeur mettrez ensemble vie moins dure jeune peux refaire vie conseille prends brave garçon rendra fille malheureuse rendre heureuse aussi car souhaite vie heureuse tranquille vont assassiner toute famille car photo envoyées traversées balles ur petit louis a parlé police malheureusement a sauvé tête veux savait faisait veux surtout allemands quoique assassin veux surtout policiers français remis entre leurs main dis copains vais mourir brave continueront lutter bonheur prolétariat si sais où enterré illisible grâce dentier si peux faire fais revenir fosse après guerre droit pension veuve guerre feras démarches avoir veux petite ginette baptisée fera plus tard si veut dès sauras officiellement fusillé viens rechercher affaire prison peut être avant aller pourrai écrire lettre adieu recevras plusieurs mois peut mettre grand chose dessus très heureux voir lors procès a a illisible très fugitive gravé mémoire regret amenée petite ginette content voir dernière fois surtout pouvoir embrasser avant mourir si jeune tâcherai être aussi brave devant fusil procès petite nénette chérie place manque forcé abréger sache bien dernière pensée mourant ira vers fille adorée adieu deux amour dis aussi adieu petit pierre ainsi jojo amis voulu pouvoir rendre heureuse pouvais penser souvent fais aimer mémoire fille envoie derniers baisers petit mari a toujours aimé regrette avoir pensé assez avoir fait malheur vive france derniers baisers deux amour pensez souvent envoie alliance car voleraient
"JANNETON Eugène, Paul",spip.php?article169009&id_mot=10754,dernière lettre er juillet cher albert compte petit albert manque rien fais nécessaire devienne homme bon métier guide comme fils suzy e nénette tâchez consoler ainsi petite femme chérie tant aimée vais mourir espérant mot guerre existera plus france vivra libre français heureux paix travail frère eugène janneton
"JARNO Joseph, Louis, Marie",spip.php?article161616&id_mot=10754,jarno joseph rue château pluvigner morbihan très chers parent cette lettre causera certainement grand chagrin espère aussi courageux surtout maman fait condamné mort depuis avril doi mourir quelques heures adieu parent bien aimés depuis arrivée turquie vécu longtemps auprès dû douter depuis arrestation fusillé demande encore fois parent bien aimés faire bile car crains mort fier mourir patrie fiers aussi fils meurs tout seul deux camarades comme chère mère ur peine fais pardonnez car tout fini adieu chers parent regrette chose pouvoir embrasser dernière fois avant mourir souvent pensé rose vu seule fois depuis an chère ur marie plus tôt possible tranquille vie bel avenir devant reste près maman consoler toutes peines fait chers parent vais avoir belle mort sans souffrance toutes misères depuis vivant effacées adieu remercie beaucoup bons colis envoyés depuis condamné mort deux camarades chantons chanterons jusqu dernière minute prévenez camarades camors pluvigner boivent dégustent bons coup santé ferez graver nom monument camors car meurs franc tireur non voyou ni bandit toujours adieu celui a oublié vive france
JAVELOT Léon ,spip.php?article249539&id_mot=10754,doi dire grand calme appris matin bonne heure recours grâce a refusé comme verrez main tremble écrire cette dernière lettre calme profond régnait si fin tragique aussi glorieuse car meurs parce aimé patrie patrie cette si belle france dis fils mourrai courageusement soldat pensant
"JOINEAU André, Auguste [dit Charles, dit Michel, dit Laurent]",spip.php?article147757&id_mot=10754,dernière lettre fresnes mar heures chers parent cher frère tous viens cette dernière lettre embrasser dernière fois pauvres parent très courageux comprends ceci va être pénible pouvons plus rien faire souhaite bientôt plaisir voir pauvre frère absent depuis plus an embrassez bien fort deux lettres écrire vais écrire autre tous oncles tantes grand parent bass pyrénées croyez parce vais être fusillé quelques heures cela bandit rougissez prétends toujours avoir bon français mourrai cette conviction songez ceux restent surtout charles maintenant tout pourrait survenir après départ laisse soin régler puis espérons tout cette maudite guerre responsable tant malheurs terminera bientôt pense fait assez mal tous devon souffrir innocent aussi ceux contre espérons quand justice bons plus terrible avoir arrêté français tellement fait beau projets si devais sortir faut croire rêve demanderai dire bien choses camarades amis faire part cette lettre oncle jean tante paulette bien content revoir dernière fois ainsi marie eugène lequel pu revoir enfants dommage pu revoir père lundi cause malentendu redemande encore fois être très courageux remonter amis femmes cama rades partent lesquels tous passé bons moment seule chose nécessaire espoir toujours espéré pu mourir cours bombardement devais donc mourir pay si beau lequel bon temp malheureusement très peu demande graver souvenir ur vivre bons français comme passé par deux camarades cellule vidy fait maxime védy hildebrand fait robert hildebrandt font part souvenir remercient bonnes choses fait parvenir seul cellule doit être gracié adrien delmas jeune sans culpabilité alors faut quitter toujours quoique espère nom restera frère oublié instant digne ainsi tous camarades amis courage courage très fort jours chantent renaîtront bientôt espère pourrez bientôt habiter petit coin salles regrette beaucoup ainsi celle laisse allez parent embrasse bien fort ainsi tous dernière fois embrasse photo lesquelles vais mourir mille baisers mère père frères chéris petit andré courage mort fait peur vive belle france p bon souvenir tous amis demandent nouvelles
JOLY Félicien,spip.php?article88128&id_mot=10754,dernières lettres novembre chers parent chères ur peut être dernière lettre écris passés devant tribunal militaires cinq condamnés mort écrit commandant obtenir grâce quatre camarades reviendrai certainement conserve jusqu bout moral excellent fait admiration tous sang vie tous ceux tombent perdus lutte forge énergies méprisez ceux peur leurs responsabilités fort comme saurai être moment mourir sais tous amis pensent jour où plus faudra oublier camarades prison devez faire fait meilleure façon oublier f novembre regrette avoir fait connaître condamnation frappe sen trop bien coup allez recevoir si parfois deviens triste cellule songe familles quatre camarades condamnés mort comme comme songe ferai tout sauver désespère parvenir peur mort maman demande être forte comprendre savoir souffrir a accordé voir avant meure si devais venir viens yeux sec afin reste fort digne comme digne tous ceux souffrent silence tous ceux savent souffrir f novembre a tous ceux chers cette ettre dernière écris arrivera après mort va éveiller douloureux souvenir lâche accepté peine infligée vais mourir papa maman chères ur pleurez fiers contraire vu prêtre non recevoir baptême répète vive voix dernières déclarations voulais toute humanité heureuse voyez avenir face radieux sûr heureux artisan bonheur meurs jeune très jeune a quelque chose meurt rêve jamais comme moment apparu plus lucide plus somptueux plus près enfin heure sacrifice venue heure réalisation approche lettre termine heure tourne trois heures seulement séparent mort vie va achever bientôt rude hiver bientôt aussi bel vais rire mort car vais mourir va tuer va faire vivre éternelle ment nom va sonner après mort non comme glas comme envolée espoir oubliez camarades enfermés dont familles sans ressources adresse dernières pensées tous professeurs e p valenciennes vais mourir france libre forte heureuse f
"JOST Léon, Louis, Marie",spip.php?article151046&id_mot=10754,chère femme aimée grand moment venu venons être informés fusillés aujourd hui honneur refusé première fois va être accordé vais mourir france sais quels sentiment moment quitter puis répéter sentiment amour reconnaissance épouse mère admirables maintenant va être chef famille enfants grouperont autour fort tous trois si regret quitter vie laisser alors si heureux peine vais causer cet immense chagrin adoucit certitude avoir fait possible rendre heureuse bel amour va avoir fin adieu aimée vais réaliser rêve vais mourir soldat mari fils père frère aime toute âme va quitter voler vers vive france
JUGE Marc-Roland,spip.php?article160832&id_mot=10754,dernières lettres marc juge publiées patrie allier septembre ligne site archive départementales allier clermont ferrand mar chérie après deux mois passés détention enfin autorisation écrire dire adieu transféré moulins prison militaire allemande clermont lundi semaine dernière lendemain passés devant conseil guerre a tous condamnés peine mort sou inculpation espionnage depuis moment plusieurs condamnés cellule attendons suite va être donnée recours grâce formulé décision doit intervenir avant fin cette semaine fait aucun doute quand recevras cette lettre fusillé mort fait peur moral tous plus élevés attendons très patiemment sans fébrilité jours passent discussion amicales party belote cependant mêmes pouvons empêcher repousser motif inculpation a servi condamner espions vraiment croyais guerre a exigences terribles peut discuter crois quoique faute légère saurons mourir français tête haute regard droit selon autre source écrit mourrai tête haute regard droit a demandé choisir choix fait vive france seuls regret petit jean paul surtout abandonne vie moment où plus besoin aussi pauvres vieux parent mort va tuer demande avant mourir être très bonne élever fils devienne homme voulu faire espère tâche laisse trop lourde trouveras appuis nécessaires immédiat suppose continué toucher traitement autre part chautard a instruction espère aussi remettra linge trouveras valise objets toilette chevalière alliance bracelet briquet montre tout cela jean paul conservera comme souvenir pardonne peine fais charge laisse vaut mieux mourir déshonorer aime embrasse adieu h pourvoi a rejeté heure mort embrasse encore petit jean paul chéri voici dernière lettre recevras grand chéri car quelques jours quelques heures peut être fusillé an permettront comprendre maintenant veux partir sans affirmer rougir père contraire toujours fait considéré comme devoir sans laisser distraire aucune considération aussi meurs tête haute sans conscience reproche rien espère vie suivras exemple toujours loyal bon travaille faire situation travaille deux fois plus maintenant plus près aider mensonge trahison toujours objet horreur oublie jamais peut vivre sans approbation conscience aime petit jean paul chéri embrasse disant adieu marc voici maintenant fin lettre marc juge parent clermont mar cher papa chère maman regrette rien mort fait peur vie assez belle puisse regretter demande bien pardon deux peine immense vais causer là seul regret moment plusieurs cellule attendons recours grâce formulé résultat fait aucun doute quand recevrez petit mot fusillé sans doute tribut payé guerre suffisant pauvre vieux fallait vie pouvez malgré cela être fier fils rien reprocher mourrai tête haute encore fois demande bien humblement pardon veillez petit jean paul malheureusement plus grande victime situation embrasse bien tendrement marc
KORZEC Maurice [dit Henri MARCELLIN],spip.php?article160236&id_mot=10754,dernière lettre lyon septembre très chers tous sais si mot parviendra espère pourra donner dernières nouvelles car crois condamné toujours faut beaucoup courage comme seul regret avoir revu avant partir monde dit meilleur ecrivez rose embrassez bien fort part prenne précautions faut avoir confiance avenir tout arrangera espère reverrez bientôt petite renée embrasse tous milliers fois espérant trop chagrin allez tous bien fils frère cesse penser maurice
KREUTTER Charles,spip.php?article167851&id_mot=10754,lettre adieu charles kreutter écrivit extrait très chers écris dernière oui toute dernière fois parent bien aimés lorsque lirez cette lettre ur cessé battre sang jeune frais étanché soif terre corp enfoui importe où duretés cette vie cessé bien aimés douleur restera sais songez cependant vie courte instant époque souffrance calvaire seigneur réunira quelle dureté hommes peines souffrances prendront fin joie chers parent espéré comme heureuses retrouvailles patrie bien aimée dieu a décidé autrement interdit revoir vivrons plus bonheur cette terre paix entre hommes aujourd hui août jour assomption condamné mort quelques jours encore quelques heures peut être ur battra amour cette heure toute âme village église vois curé debout chaire entends dire paroissiens chers frères souvenons ceux enlevés souffrent loin pleure prenant congé tout beau quoi faudra renoncer vois chaque maison vois ceux chers aime aimerai jusqu dernier souffle
L’HÉVÉDER Roger,spip.php?article153380&id_mot=10754,compiègne heures madame hévéder rue bellot havre i chère maman venu chercher hier soir couché prison cette nuit viens comparaître devant tribunal militaire allemand a condamné mort hélas pauvre maman peine vais faire aujourd hui sans doute cause attentat rouen pourtant rien fort maman souhaite aussi lisant quelques mot embrasse bien jean françois dernière fois va chez denise joseph remercie bontés reçois vieille maman dernière pensée bons baisers fils signé roger pense marins viendront aide
LACAZETTE Maurice [LACAZETTE Camille dit Maurice],spip.php?article114991&id_mot=10754,dernières lettres extraits lettres adressées femme régine février grâce brave gar remettra mot chance unique pouvoir faire parvenir nouvelles quand recevras sais peut être fini vivre enfin lettre chance inespérée certes préféré écrire librement moment mourir faut compter pourtant sentiment voudrais pouvoir communiquer moment là première lettre indiquais gardé gendarme français pouvais alors recevoir lettres colis livres commun autres détenus politiques vraiment belle vie ça a duré rentré prison février passé allemands neuf heures soir alors changement décor cellule secret plus absolu ni lettres ni colis ni tabac ni linge ni promenade rien rien liaison possible extérieur passé abord seul allemands depuis quelques jours appris autres rejoint copain pourra parler cette vie abord faim toujours faim ensuite froid puis guérir besoin fumer mort accrochée tête tous matins réveil nouveau ça fait deux fois déjà cette fois chef terroristes coupe alors miracle auquel pense moins moins veux tout prix habituer idée disparaître si encore nouvelles échafauder espérances rien si plus récente jour prise kharkov ça a dû bouger plus ça ignorons tout peu joie ici rompant monotonie balayage coiffeur douche trois fois soupe tous jours alertes très fréquentes jours ci puis diver bruits bottes couloirs provoquent diver réactions exemple samedi février bottes venue chercher vingt trois camarades fusiller accueilli leurs bourreaux chantant marseillaise camarade pourra dire minute intense émotion vécues voilà vie matérielle brillante comme vois aussi vi intensément pensée souvenir abord deux gar dont celui va voir convaincre cause sûr parvenir fais causerie poursuivons comme but société idéale voulons construire vi tout être inculque fier vie mort si proche parce certain triompherons hommes heureux certes souvent regret fond penser plus là voir reste consolation oubliera tout donné atteindre but vois amour mal convaincre connais bien causerie polémiques fait beaucoup bien heures écoulent ainsi moins monotone autre chose fait beaucoup bien souvent beaucoup mal heures solitude où trouve chérie vers vont pensées plus tendres plus aimantes cette photo où ressemblons deux jeunes fiancés toujours gorge peu serrée regarde cette image bonheur passé regret souvent avoir plus jaloux bonheur vois pense souvent faits autre devions avoir vie heureuse tous deux bien aimer crois faut être égoïste penser plus propre vie être captivé cette immense tâche prenait tout corp comme esprit oh surtout crois regrette activité lutte non pu vivre sans cela a quelque chose dont fier aujourd hui veille disparaître droiture militant fidélité parti cause regret affreux regret avoir rendue plus heureuse peur gardes souvenir effacera vite devant vie besoins cher petit pense a beaucoup bon chez verrais fière puis certain si conservé vie rendue heureuse partir tous deux sac do comme quand jeunes alpes pyrénées bretagne fou peut aspirer vie quand va mourir sais souvent parlé petite fille quelle torture aujourd hui ii semble enfant gardée toujours vois avant mort vie torture plus vie rappelles premier mot mère roman maxime gorki a déchiffrés crois tous copains morts avant dû trouver devant mêmes réactions avoir foi victoire finale être convaincus inébranlablement prêcher vérité jusqu dernier souffle éprouver regret enfants vivre voir réaliser grand rêve sors toutes pensées font bien mal parlons deviens fais très attention espère trouvé travail temp très pris aucun souci matériel si jour occasion rencontrer amis pourras dire grand a bien tenu coup oh si pouvais avoir mot quel bonheur hélas faut compter maintenant amour vie faut quitter dire adieu toujours si calculs exacts tenant compte peu nombreux affaire ça ira vite comptant largement peu faire plaisir fin avril rayé vivants sauras porteur avisera là où trouveras peut être dira où enterré jour viendras où reposerai verser larmes parce doute amour cher petit cela soulage fait bien adieu femme chérie aime beaucoup beaucoup dernières pensées dernière minute verrai demanderai pardon toutes misères pu faire bonheur dont pu frustrer adieu petite adieu tous petits coin où aimés force donner autre si jour enfant appelle nom si veux petit oh sais lie exigence si veux si ça doit choquer personne adieu aimée penserai encore beaucoup doute pen sais trop amour grand amour toutes force embrasse bien tendrement adieu tous copains adieu ouvriers frères vie belle plus haine plus misère droit peuple sacré faut battre abnégation savoir tout sacrifier victoire exemple ceux morts maurice lacazette sans date chérie demandes détails vie ici a trois cellule copains soigneusement isolé autres communistes beaucoup brimades promenade lecture colis tabac bien reclus manger compte gouttes impression veulent tuer deux fois ailleurs ici cela ressemble vengeance quant procès voilà deux mois interrogé s aussi attends dénouement rapide peur fort conviction affronterai communiste peu peur retravailles là ba cache heureux fier attention arrête tout envoi colis parce touche aucun monsieur régalent demandais mettre linge là plus chance parle beaucoup amour fais bien attention embrasse partout sans date femme chérie toujours là rien nouveau pourtant toujours convaincu a longtemps bruits bottes mettent toujours éveil dû avoir nouvelles colis mercredi fort assez crois cette semaine mangerai pain surtout vais fumer a propos envoie tabac ticket compte ami geo tabac depuis temp débrouille pouvoir faire fumée espère pouvoir réussir cette fois si apprends dis grand grand plaisir cette semaine a part ça toujours pareil vie creuse vide nouvelles santé brillante souvent fièvre gale prend proportion inquiétantes grand temp tuent pourriture emportera demande quelquefois si plus dur longs mois attente plutôt moment où faudra disparaître enfin passons détails moral toujours bon foi collée tripe principal idéal voilà quoi veux penser continuellement arrive ainsi restant vie supportable sans date chérie bien peur dernier petit mot attends procès jours ci dénouement approche vie termine courage beaucoup courage foi avenir bonheur compagnons rend costaud imagine cet avenir heures rêveries sans ombre doute cause triomphera grand réconfort cette cause si chère toute vie voilà pensées dernières pensées si peux écrire encore mercredi donne nouvelles situation dis franchement pense famille ici nuit totale passe a part ça tiens coup peu fièvre surtout fièvre tabac voudrais tant avoir procès autres bonnes choses bien oublierai quoique rage ronge quand vois tout repartir comme mercredi petit gâteau quand faim ronge tripe tout cela ordre adieu femme adorée courage prudence faut tiennes adore embrasse partout toutes force août cher petit troisième tentative nouvelles recevras avant repartes doi connaître verdict quinze condamnés mort acquitté bien entendu numéro grand honneur comme vois certitude poteau commencé mercredi procès terminé vendredi soir ça a mené toute vitesse particulièrement pénible tout monde bien comporté tous gar très dignes verdict dès vendredi soir changé cellule mi autres camarades condamnés comme solidement enchaînés gardés passé dures heures temp habituer idée disparaître tous bruits bottes couloir serrent peu ur moment venu visage crispent tous prêts pourras dire armés beaucoup courage moment main déchaînées accouplé chaîne chevilles ami fernand fernand mougenot envoie bonjour ainsi faisons sans autre dormons liés autre va trouver cela ignoble comme habituée depuis sept mois raffinements civilisation européenne quoi faite vie maintenant causons passé aussi cet avenir certain savons radieux éternels si vécu voir cela tous consolons peu idée oubliés parce participé construction bel avenir mercredi contre toute attente droit colis sans restriction vivres tabac littéralement déferlé cellule joie tous oublions sort attend maintenant espérons vivre encore mercredi profiter encore fois depuis temp vu toutes riches imaginez joie pourriez mercredi prochain mettre culotte colis laisseront passer ça tout petit page tourné adieu avenir bel avenir imaginé longs mois captivité juré rendre heureuse avoir près vie labeur aussi consacrer beaucoup temp sentir près chaude affection fonder foyer dont tant besoin autre avoir petit enfant vivre comme deux êtres aiment tellement souffert tellement payé construit bonheur indestructible adieu tout petit adieu toute vie courageuse refoule larmes chagrin travaille toutes force jour proche quand verras briller jours bonheur diras tout donné triomphe cause compris être mari viendras petit cimetière breton verser quelques larmes adieu heureuse plus tard quand guérie peine souhaite trouver prolo digne dur dire cela parce jaloux devant mort mérites tant être heureuse souhaite tout ur adieu tous copains dis resté digne confiance fier mourir pay classe adieu tous amis cette brave amie a tant fait pendant captivité dis merci oublie jamais deux exprimeras reconnaissance adieu femme chérie adieu toute vie relis beau livres choisis enthousiasmaient tant quand promèneras vieux paris dis bonjour regrette tant aussi serre toutes force dernière pensée mets mot mercredi tout possèderas comme vivres tabac
LAFORGE Raymond,spip.php?article136485&id_mot=10754,dernière lettre adressée femme fille écrivit allons collaborer dernière fois comme chasseur gibier
"LAFORGE René, Georges. Pseudonyme : Chéron",spip.php?article168027&id_mot=10754,rené laforge mme cunit dijon prison dijon côte or mar chers amis écris dernier lieu parce courage écrire amay domicile familial vais mourir aujourd hui quoique innocent toujours efforcé faire bien vie irez arnay donnerez cette lettre direz dernières pensées suzanne murièle surtout cher petit guy aimais tant voudrais parle souvent quand grand pensé aussi chers amis tant adouci derniers jours direz aussi auxonne lucarne jeannot belan suzanne jean jeannine pense tendrement pense aussi ceux épinac consterné frères henri fernand prisonniers laisserez ignorer mort jusqu retour très pauvre tout appartient désire suzanne arnay hérite guy plus tard argent livres aimais beaucoup dernières volontés pleuriez trop tous aimé corp repose cimetière épinac près parent sais impossible irez aussi dire directeur école normale mort courageusement comme sied homme formé dites adieu tendrement part crois heure approche train fumer dernière cigarette regarde mort face peur vais mourir catholique parent morts ainsi confession permettra ailleurs résumer vie revivre peu embrasse ainsi toute famille très très tendrement rené laforge
"LAGARDÈRE Francis, Jean, Paul",spip.php?article157519&id_mot=10754,décembre chers mien voici dernière lettre quelques instant vais communier salut âme heure devant dieu cela effraie tant pêché pardonnez toute méchanceté tout mal fait maman chérie pardonne cette ultime douleur cause tant prié depuis soixante jours si dieu accueille sein éternité veillerai amour cuisants regret journées prison souffrances effacé toutes fautes confiance dieu bonté infinie a dieu maman tant aimée pensée vais mourir a dieu papa a dieu bonne maman si dur parfois a dieu tous joie terrestre revoir dites daouhe margalide derniers moment bien pensé a dieu tous amis tous ceux connus embrasse dieu a dieu francis
LAGATHU Maurice,spip.php?article159965&id_mot=10754,chère petite femme cher papa chère maman lorsque recevrez cette lettre plus quitté cette terre malheur toujours hélas bonheur revoir serrer bra dernière fois porte photo odile chérie si peu connue si bien tout ainsi celles deux petits serge gérard pauvres petits peine vu père moutir si jeune cela terrible tout mêm laisser toujours joy vie mourir sali journaux sais bien crois bandit assassin ailleurs mourrai brave français regarderai fusil ennemis face fait cette idée depuis près mois espère mort servira exemple ceux viendront derrière dernière pensée tous fait souffrir actes direz gérard serge quand grand pourquoi comment mort meurs malgré tout content car emporte certitude victoire sais heureux avenir prochain hélas serain là reverrai plus jamais lorsque tomberai tout heure sou balles meurtrières coeur photo chers souvenir époque où heureux ensemble sais tous ensemble vivrez heureux bonne intelligence hâte car heure approche odile élève bien petits plus tard rougir père tout demande porter deuil sais garderez tout souvenir coeur laisse soins toutes choses adieu cher papa adieu chère maman tant aimé adieu odile chérie adieu serge grard meurs patriote juste cause foi victoire future recevez derniers baisers maurice a tant aimés vive france vive parti maurice lagathu
